@relation tramitacoes2018-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute FLTIPOPROCESSO {F,L}
@attribute NUTRAMITE {2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,104,105,106,107,108,110,111,112,113,114,116,117,119,120,122,123}
@attribute CDASSUNTO {1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,32,38,39,41,44,49,70,71,73,74,75,77,78,79,80,83,89,91,92,93,94,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,114,115}
@attribute CDTIPOPARECER {1,2,4}
@attribute CDSETORRESP {1,2,7,8,10,20,27,32,33,35,39,47,50,51,52,53,60,62,83,90,92,93,141,151,213,229,259,277,284,285,305,348,364,450,756,1006,1078,1103,1286,1308,1397,1417,1537,1538,1539,1540,1541,1575,1786,1788,1791,1793,1844,1875,1876,1881,1978,1996,2002,2004,2006,2008,2010,2012,2014,5743,5885,5930,5982,5994,6027,6028,6029,6080,6083,6097,6211,6214,6215,6216,6221,6227,6230}
@attribute CDSETORABERTURA {3,7,10,27,32,33,50,51,53,60,73,83,84,87,90,92,93,234,613,718,769,775,778,782,990,992,993,997,1006,1026,1061,1065,1072,1095,1205,1235,1249,1561,1786,1788,1791,1793,1835,1844,1875,1996,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2128,5893,5895,5898,5899,5902,6064,6074,6080,6128,6205,6211,6214,6215,6216,6217,6218,6220,6221,6222,6230}
@attribute CDSETORAUTUACAO {1,7,10,19,31,33,35,47,50,51,55,56,60,62,83,93,109,136,137,155,158,160,174,176,182,184,185,187,188,190,191,192,197,200,201,207,210,211,214,215,216,241,249,251,258,259,260,262,264,269,277,283,287,288,289,290,291,294,298,305,306,309,312,315,322,324,329,330,338,339,340,343,352,353,361,365,375,378,381,389,391,394,395,398,399,407,412,415,422,428,432,434,435,442,446,447,452,453,454,455,456,461,466,469,560,580,605,639,642,705,756,769,782,785,790,862,864,915,924,999,1006,1026,1036,1044,1049,1053,1054,1065,1095,1207,1214,1215,1227,1231,1446,1447,1449,1451,1519,1537,1560,1562,1572,1574,1583,1584,1592,1608,1643,1662,1758,1764,1766,1786,1788,1791,1793,1799,1802,1866,1918,1928,1934,1951,1955,1978,1996,2002,2004,2006,2008,2010,2012,2015,2114,3086,4280,4732,5124,5196,5287,5843,5855,5875,5885,5895,5907,5961,5982,5991,5999,6000,6015,6017,6020,6029,6049,6055,6065,6072,6080,6083,6088,6096,6137,6145,6213,6214,6222,6227,6230}
@attribute CDUSUARIO {AACASTRO,VASILVA,MCARVALHO,ACFREITAS,GERSON,VVCOSTA,ISRICARTE,REBSOUZA,FGCRUZ,PVCOSTA,MMANDRADE,SRPATRICIO,MWENTZ,CDSILVA,DDURIEUX,LJACQUES,CFSILVA,MTRICHARTZ,DORIS,JSOUZA,PPASSOLD,EKZAPPELINI,BVIEIRA,AHSANTOS,LCAVALLERI,ACRESPALDI,WBALSAMO,BBRIBEIRO,FPGCOSTA,EDORIGATTI,MTCESCONETO,ESARMENTO,NELIZA,PREMOR,HVMAZZOLA,BBROGNOLI,VOLIVEIRA,VAMARAL,LCSMACHADO,SDCARDOSO,JTRES,RMARTENDAL,CRODRIGUES,SMITHOMAZ,MMDASILVA,NRFERNANDES,DROGLIO,EMMFILHO,RCAVANHOLI,MIPZIMMERMANN,RRZDASILVA,TMBATISTA,SDMARCOS,MGUEDES,LFUHR,APPEREIRA,YCOSTA,ILIMA,PMFINARDI,VAGUIAR,MMARTINS,TBMEDEIROS,MAZEVEDO,LCLAGO,SAKOERICH,BCCORTES,MROSA,LDECKER,RKRAUS,DASILVA,KCIPRIANI,GJMOZZER,TLSANTOS,SFPEREIRA,BLEIRIA,KSANHAIA,VASMAFIOLETTI,RFERNANDES,SFLUZ,FEMSANTOS,YFERREIRA,LRGREGORIO,ACERVI,OBOING,ALIGARAUJO,LMDSANTOS,MVALERIO,GNDASILVA,MSCOSTA,LAVILLA,AMKOCH,FCOLLET,TRAMIRES,CLCCOSTA,IMCKOCHE,SLKRAESKI,ABSSOUZA,BFGONZAGA,MHULLER,LHSAAR,VPARGENDLER,EZANFERRARI,AVPEREIRA,TRECH,LEMPEREIRA,NMGODINHO,FLISBOA,SGA,TCRAIMUNDO,RGPINHEIRO,FREGIS,SRIGOTTI,LMSANTOS,JMMZEFERINO,ISA,HMARTINELLI,JMBARRETO,TCAPISTRANO,AGARAUJO,FBRITO,SSAMORIM,SKOCH,JBOMBASAR,LBUSS,JCCONRADO,RSCHIEFLER,FGREGUI,DCHEINECK,CSILVANO,LFROSA,MSARTOR,RELUZ,ENBRAS,WDACPARRELLA,RDAROS,TGBETIO,VRCASTRO,SELIAS,AMOLIVEIRA,JFONTOURA,MBATTIATO,MMONGUILHOTT,GMERIZE,ISILVEIRA,AVOLIVEIRA,FLCHAVES,FCOMIN,ISNUNES,MFTONINI,MGHENRIQUE,RCARLESSO,JJESKE,BSCUNHA,TBOSCHINI,SAMSILVA,MLIMA,SSIPRIANO,DBRISTOT,BNOSOL,SNORONHA,MCONCEICAO,RSDEMELO,RRAMOS,RGRUMICHE,RZEFERINO,LHNUNES,GDDASILVA,GCORREGGIO,JAPARECIDA,IAFACINI,PWBRAMONT,GFRANZONI,RPTDAVILA,FWESTPHAL,EAFORTES,RAOLIVEIRA,JOFERNANDES,FCORAL,LFIGUEIRO,FKSOUZA,CSMATOS,RSEIFFERT,VACSOUZA,FISILVA,SZALVES,JROMAN,LHTHIESEN,MWALETE,PRSOUZA,AGSILVEIRA,MAYRAS,KPRIM,CSILVEIRA,IZAFFONATO,AAALMEIDA,MCOLSEN,PSSILVEIRA,JMENDES,BCOLPANI,GMAY,AWILBERT,JROSARIO,RMARIA,PALLEBRANDT,MCVIEIRA,HCOUTINHO,SSCOUTINHO,LLSILVA,KASSUNCAO,MLSERPA,FADESDACUNHA,APISANI,TRROCHA,DSEEMANN,MGSILVA,GLDAROS,RRMORAES,EBIAZIN,MRROSA,TDASILVEIRA,SPIRES,JANAINA,MGATELLI,LPASCOAL,FRRODRIGUES,AASILVA,AJUMES,CSOLIVEIRA,DBERGMANN,RNSTIPP,ALONGO,MDACOREGGIO,JCOMIM,JPERING,CHRISTIAN,RDEVANGELISTA,NLORENZ,DCUNHA,JSBVILAIN,MMVALE,TGBARROS,RHSOUZA,CAMILADEOLIVEIRA,MGROSSL,LMARTINS,MMBERNARDINO,CRSANTOS,EVIECELI,CESTEIL,JACOSTA,GSILVEIRA,GMROSA,LVIEIRA,LKEMPNER,MWINTER,CVICENTE,IANNES,ADRIANO,OZANCHI,ROPIRES,AGRAZIOTIN,EGOULART,OCIOFFI,CBOSCHETTO,SOBIERAJSKI,CSIQUEIRA,JMORIGUTI,JBOTEGA,RHOFFMANN,AFERRAZ,EMENDES,TDDESOUZA,LMIGUEL,JKSILVA,LRDUARTE}
@attribute CDSETORORIGEM {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,73,83,84,87,90,92,93,225,234,238,310,429,459,498,589,613,633,718,748,769,775,776,778,782,789,790,862,990,992,993,994,997,1006,1017,1026,1061,1065,1072,1095,1205,1235,1249,1308,1519,1537,1539,1561,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1978,1987,1996,2000,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2127,2128,4732,5221,5893,5895,5898,5899,5901,5902,5932,5944,5957,5984,6020,6027,6029,6064,6065,6074,6080,6128,6205,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}
@attribute CDSETORDESTINO {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,83,84,87,90,92,93,225,230,238,310,429,431,436,459,498,524,589,613,633,748,775,776,778,782,789,790,862,994,997,1006,1017,1308,1519,1537,1539,1562,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1881,1978,1987,1996,2000,2002,2004,2006,2008,2010,2012,2014,2018,2127,2128,2290,4732,5221,5287,5307,5893,5895,5899,5901,5902,5932,5944,5953,5957,5984,5986,6020,6027,6029,6062,6065,6080,6089,6103,6121,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}

@data
L,9,89,?,2012,50,?,VASILVA,2004,50
L,3,89,?,50,7,?,KCIPRIANI,6029,10
L,2,24,?,2004,2004,?,FEMSANTOS,2004,50
L,4,19,1,50,7,?,MMANDRADE,7,6029
L,3,49,?,53,7,?,LJACQUES,50,2004
L,4,3,1,50,7,?,LJACQUES,50,2012
L,3,80,1,7,7,?,MMDASILVA,2010,2002
L,4,16,1,50,7,?,LJACQUES,50,6230
L,7,71,?,7,7,?,AHSANTOS,1537,2012
L,2,3,1,6029,7,?,VACSOUZA,7,6029
L,3,94,?,7,7,?,GERSON,51,5895
L,3,97,1,1537,7,10,MMANDRADE,1537,7
L,8,97,1,1537,7,10,GERSON,51,1537
L,7,23,1,50,7,?,SRPATRICIO,7,50
L,2,110,?,51,6221,?,PALLEBRANDT,6221,51
L,4,110,?,51,6222,?,RGRUMICHE,6222,51
L,3,110,?,51,6222,?,DORIS,51,6222
L,2,110,1,51,2007,?,LBUSS,2007,51
L,3,110,?,51,2007,?,DORIS,51,1006
L,2,16,1,50,7,7,LAVILLA,7,6029
L,3,80,?,7,7,?,ILIMA,53,93
L,4,94,1,50,7,?,MMANDRADE,7,50
L,7,94,1,50,7,?,MMANDRADE,7,50
L,4,49,?,53,10,?,MCARVALHO,93,92
L,2,92,1,6080,7,?,SRPATRICIO,7,6080
L,3,101,1,1,7,?,AMOLIVEIRA,1,7
L,8,80,?,7,7,?,LJACQUES,50,6230
L,3,80,?,7,7,?,NELIZA,83,7
L,3,4,1,1537,7,?,MMANDRADE,7,6029
L,3,17,1,50,7,?,LJACQUES,50,6230
L,2,13,?,7,7,?,NELIZA,7,7
L,2,19,1,50,7,?,JSOUZA,7,50
L,4,49,1,50,7,?,MMARTINS,50,2012
L,2,7,1,50,7,?,LMDSANTOS,7,50
L,2,3,1,7,7,?,SRPATRICIO,7,50
L,2,7,1,6029,7,?,LAVILLA,7,6029
L,2,80,1,1788,7,?,MMANDRADE,7,1788
L,2,80,1,50,7,7,LAVILLA,7,6029
L,12,20,1,7,7,?,SRPATRICIO,7,50
L,2,7,1,7,7,?,SRPATRICIO,7,50
L,2,78,?,1539,7,?,NELIZA,7,1539
L,5,19,1,2004,2004,?,SRPATRICIO,7,50
L,6,80,?,7,7,?,JANAINA,6221,5986
L,5,89,1,50,7,?,MTRICHARTZ,6029,50
L,4,16,?,53,7,?,LJACQUES,50,2004
L,2,7,1,2006,2006,?,PPASSOLD,2006,50
L,4,94,1,7,7,?,WBALSAMO,6230,50
L,3,78,?,1537,7,?,AHSANTOS,1537,51
L,2,80,?,1,7,?,SRPATRICIO,7,60
L,2,23,?,50,7,?,SRPATRICIO,7,2004
L,2,91,1,7,7,?,JSOUZA,7,50
L,3,23,1,7,50,?,NELIZA,7,7
L,4,89,1,50,7,?,YFERREIRA,50,6230
L,6,89,?,50,7,?,ISRICARTE,2012,2004
L,6,3,?,2004,2004,?,VASILVA,2004,50
L,2,3,1,2004,2004,?,VASILVA,2004,7
L,5,110,?,51,775,?,?,51,7
L,5,105,1,1,7,?,NELIZA,7,53
L,3,89,1,1,7,?,SRPATRICIO,7,7
L,3,80,?,1,7,?,DASILVA,1537,7
L,2,80,?,7,7,?,SRPATRICIO,7,6211
L,3,94,?,50,7,?,LJACQUES,50,2012
L,10,89,1,50,7,?,LJACQUES,50,2004
L,7,101,?,1,7,?,DASILVA,1537,7
L,2,110,1,51,775,?,LBUSS,775,51
L,2,30,?,7,7,?,NELIZA,7,1786
L,4,80,1,1,7,7,SFLUZ,7,6027
L,5,89,1,50,7,?,MMARTINS,50,2012
L,2,80,1,50,7,?,MMANDRADE,7,32
L,3,49,1,53,7,?,APISANI,10,50
L,5,49,?,53,7,?,CLCCOSTA,2012,93
L,4,10,1,50,7,?,FGCRUZ,2004,7
L,4,112,1,7,7,?,SAKOERICH,2004,50
L,6,80,?,1537,7,?,PPASSOLD,50,2006
L,2,96,1,7,7,?,MMANDRADE,7,1788
L,3,80,?,6029,7,?,BCOLPANI,6020,7
L,2,80,1,6029,7,?,MMANDRADE,7,6020
L,8,105,1,7,7,?,SRPATRICIO,7,2012
L,2,105,1,7,7,?,MMANDRADE,7,7
L,5,17,1,50,7,?,JSOUZA,7,50
L,4,19,?,7,7,?,VASILVA,50,2004
L,2,94,1,6080,7,?,NELIZA,7,6080
L,6,80,?,7,7,?,MMANDRADE,7,7
L,3,110,?,51,997,?,DORIS,51,1006
L,6,89,?,6029,7,?,ISRICARTE,2012,93
L,5,10,?,50,7,?,LJACQUES,50,2012
L,4,5,1,7,7,?,SRPATRICIO,7,6029
L,2,80,?,7,51,?,SFPEREIRA,51,7
L,2,80,1,6080,7,10,MMANDRADE,7,6080
L,2,80,?,1,7,?,AHSANTOS,7,2002
L,2,19,?,50,7,?,LMDSANTOS,7,6029
L,8,16,1,2004,2004,?,MMANDRADE,7,50
L,3,49,1,1537,5893,?,MMANDRADE,1537,10
L,6,23,1,6080,7,?,LJACQUES,50,2004
L,2,112,1,7,7,?,SRPATRICIO,7,1788
L,5,44,?,10,10,?,SRPATRICIO,1537,10
L,3,114,?,50,50,?,MMANDRADE,7,6221
L,3,16,1,50,7,?,EKZAPPELINI,50,2004
L,6,80,1,50,7,?,SRPATRICIO,7,6029
L,2,102,?,1537,7,?,MMANDRADE,7,1786
L,4,49,?,53,7,?,ESARMENTO,1786,92
L,9,89,?,1786,7,?,CLCCOSTA,2012,93
L,3,80,?,1,7,?,NELIZA,1,10
L,2,98,1,1537,7,?,LMDSANTOS,7,1537
L,2,80,1,1,7,6080,SRPATRICIO,7,6029
L,4,80,?,1,7,?,MMANDRADE,1537,1788
L,6,80,1,1,7,?,MDACOREGGIO,60,7
L,3,80,?,6221,7,?,PALLEBRANDT,6221,7
L,6,6,?,50,6230,?,ISRICARTE,2012,50
L,2,6,?,2010,2010,?,PWBRAMONT,2010,2004
L,5,20,?,50,7,?,VASILVA,2004,50
L,4,20,1,50,7,?,PPASSOLD,50,2004
L,3,23,1,2004,2004,?,LJACQUES,50,1537
L,5,3,?,50,7,?,LJACQUES,50,2004
L,9,89,1,2012,50,?,NELIZA,1537,50
L,7,89,1,2012,50,?,SRPATRICIO,7,7
L,4,49,1,53,7,?,ISRICARTE,2012,10
L,4,110,?,51,1786,?,DORIS,51,1006
L,7,10,1,50,7,?,SAKOERICH,2004,50
L,5,10,1,50,7,?,NELIZA,7,50
L,4,96,?,83,7,?,SRPATRICIO,7,83
L,2,89,1,50,7,?,NELIZA,7,6029
L,4,19,1,2010,7,?,JSOUZA,6029,7
L,4,94,1,50,7,?,SFLUZ,2004,7
L,7,94,?,7,7,?,FEMSANTOS,2004,50
L,2,101,?,1537,7,?,LAVILLA,7,1537
L,2,10,?,1537,7,?,LAVILLA,7,1537
L,3,102,?,1537,7,?,AHSANTOS,1537,1786
L,5,114,1,50,7,?,MMANDRADE,7,50
L,3,3,1,2004,2004,?,PPASSOLD,7,50
L,2,89,1,53,7,?,MMANDRADE,7,92
L,3,3,1,6029,7,?,VACSOUZA,6029,7
L,4,20,1,50,7,?,TBMEDEIROS,2004,50
L,2,49,?,53,10,?,MCARVALHO,10,92
L,8,44,1,7,6217,7,ILIMA,53,7
L,6,44,1,7,6217,7,ILIMA,53,633
L,12,80,1,1,7,?,AACASTRO,2004,1
L,9,80,1,1,7,?,LJACQUES,50,2004
L,5,80,1,1537,7,?,LJACQUES,50,1537
L,7,89,1,2012,50,?,ILIMA,53,7
L,3,89,1,2012,50,?,SDMARCOS,633,50
L,4,14,1,50,50,?,LJACQUES,50,2006
L,2,80,1,7,7,?,LAVILLA,7,7
L,3,10,1,7,7,?,MMANDRADE,33,7
L,3,16,1,151,7,?,ALIGARAUJO,6029,50
L,2,7,1,2006,2006,?,SFLUZ,2006,7
L,14,80,1,1,7,?,NELIZA,7,83
L,7,80,1,50,7,?,LJACQUES,50,6230
L,3,80,1,1,7,?,SRPATRICIO,1,6029
L,6,20,1,7,7,2006,MMANDRADE,7,50
L,5,101,1,6080,7,?,MMANDRADE,83,7
L,3,16,?,50,7,?,MMARTINS,50,2004
L,2,89,1,53,7,?,LAVILLA,7,6029
L,2,80,1,1539,7,6080,MMANDRADE,7,1539
L,3,17,?,7,7,?,LJACQUES,50,2004
L,3,10,1,7,7,2006,JTRES,50,2006
L,5,10,1,7,7,2006,LJACQUES,50,7
L,2,5,1,2004,2004,?,MMANDRADE,2004,7
L,4,4,?,50,7,?,TMBATISTA,50,6230
L,4,94,1,50,7,?,SRPATRICIO,2004,7
L,2,7,1,6029,7,7,MMANDRADE,7,6029
L,2,74,?,6230,6230,?,WBALSAMO,6230,2004
L,4,114,1,7,7,?,SAKOERICH,2004,7
L,3,89,1,50,7,?,MMANDRADE,6029,7
L,3,80,?,7,7,?,YFERREIRA,50,2010
L,3,89,1,53,7,?,MTRICHARTZ,6029,50
L,5,112,1,7,7,?,CSMATOS,1788,7
L,4,112,1,7,7,?,MMANDRADE,7,1788
L,6,112,?,7,7,?,MMANDRADE,7,1788
L,4,89,1,50,7,?,MIPZIMMERMANN,50,6230
L,2,10,1,2004,2004,?,SAKOERICH,2004,7
L,4,7,?,50,7,?,AHSANTOS,1537,10
L,2,16,1,2004,2004,?,TBMEDEIROS,2004,50
L,2,16,1,6029,7,?,LAVILLA,7,6029
L,4,98,?,7,7,?,SZALVES,1788,1537
L,5,91,1,1,7,?,NELIZA,7,6027
L,2,91,1,1,7,?,SRPATRICIO,7,1
L,4,10,?,7,7,?,LJACQUES,50,2004
L,3,10,1,7,7,?,JSOUZA,7,50
L,2,92,?,6080,7,?,LAVILLA,7,6080
L,6,80,?,53,7,?,MROSA,53,92
L,4,80,1,7,7,?,MMANDRADE,7,7
L,6,80,1,7,7,?,LJACQUES,50,7
L,5,7,?,2006,2006,?,MFTONINI,6020,7
L,2,74,?,6230,6230,?,WBALSAMO,6230,50
L,3,89,?,7,7,?,AHSANTOS,1537,2010
L,2,16,1,50,7,50,MMANDRADE,7,50
L,5,89,1,50,7,?,APISANI,10,50
L,5,7,?,1,7,?,MMANDRADE,7,2006
L,5,89,1,50,7,?,VASILVA,2004,50
L,7,89,1,2012,50,?,ISRICARTE,2012,2004
L,2,41,1,6080,7,?,SRPATRICIO,7,6080
L,2,101,1,1,7,6080,SRPATRICIO,7,1
L,3,49,?,53,7,?,LMDSANTOS,7,92
L,4,80,1,1,7,?,MMANDRADE,7,59
L,6,80,1,7,7,?,NELIZA,7,53
L,3,5,?,2010,7,?,MMANDRADE,7,2010
L,3,101,?,6080,7,?,LAVILLA,7,6080
L,3,78,1,1,7,?,APPEREIRA,6029,50
L,3,49,1,53,7,?,SRPATRICIO,53,7
L,5,15,?,50,7,?,VASILVA,7,2004
L,7,13,?,1,7,?,TBMEDEIROS,2004,50
L,3,91,1,50,7,?,LJACQUES,50,2012
L,4,80,?,1537,7,?,MROSA,53,93
L,3,80,1,7,7,?,NRFERNANDES,2002,1788
L,2,97,?,1788,7,?,NELIZA,7,1788
L,5,89,?,10,7,?,ISRICARTE,2012,93
L,2,89,1,10,7,?,MMANDRADE,7,10
L,2,80,1,1,7,7,JSOUZA,7,1
L,4,80,1,7,7,?,LKEMPNER,33,1537
L,9,94,?,7,7,?,LJACQUES,50,2004
L,2,105,?,50,7,?,SRPATRICIO,7,92
L,2,110,?,51,87,?,CVICENTE,87,6211
L,4,91,1,50,7,?,LEMPEREIRA,1788,1537
L,3,80,1,7,7,?,MFTONINI,6020,7
L,4,16,1,6029,7,?,PPASSOLD,50,6029
L,3,16,?,6029,7,?,SAKOERICH,6029,2004
L,2,16,1,50,7,?,LMDSANTOS,7,50
L,3,80,1,6080,7,?,BVIEIRA,6080,2002
L,4,80,1,6080,7,?,LCLAGO,2002,1
L,2,110,?,51,6211,?,DBRISTOT,6211,5899
L,2,49,1,50,7,?,MMANDRADE,7,1537
L,2,23,1,7,7,?,MMANDRADE,7,7
L,4,17,?,7,10,?,VASILVA,50,2004
L,2,80,1,50,7,7,LAVILLA,7,1539
L,3,80,1,1,7,?,NELIZA,1537,2002
L,7,17,1,50,7,?,SRPATRICIO,7,50
L,5,110,?,51,93,?,DORIS,51,1006
L,6,75,1,50,7,?,LJACQUES,50,2004
L,3,75,1,50,7,?,MMANDRADE,7,50
L,5,20,1,50,7,?,VASILVA,2004,7
L,4,20,1,50,7,?,MIPZIMMERMANN,2006,2004
L,8,20,?,50,7,?,AACASTRO,2004,2006
L,5,89,1,6029,7,?,ABSSOUZA,6230,2012
L,2,101,?,6080,7,?,MMANDRADE,7,6080
L,3,77,?,1,7,?,VACSOUZA,1539,7
L,2,77,1,1,7,?,LMDSANTOS,7,1539
L,5,23,1,7,7,?,VASILVA,2004,7
L,7,23,?,7,7,?,LJACQUES,50,2004
L,4,78,1,1,7,?,MMANDRADE,7,6029
L,3,98,1,7,7,?,TCAPISTRANO,1788,7
L,4,98,1,7,7,?,JSOUZA,7,1788
L,4,89,?,53,7,?,CLCCOSTA,2012,93
L,4,89,1,10,10,?,ISRICARTE,2004,2012
L,4,19,1,6029,7,?,EKZAPPELINI,50,2004
L,3,17,1,50,50,?,SRPATRICIO,7,50
L,3,80,1,1,7,?,AMOLIVEIRA,6029,1
L,4,70,1,53,7,?,IANNES,92,633
L,7,80,1,1537,7,?,SFPEREIRA,51,1537
L,6,80,1,1537,7,?,JSOUZA,7,51
L,2,80,1,1537,7,?,AHSANTOS,7,6027
L,6,19,1,6029,7,?,MVALERIO,50,2012
L,2,80,?,1,7,?,NELIZA,7,6065
L,4,92,?,1006,7,?,MROSA,53,1006
L,5,49,?,2010,2010,?,MROSA,53,92
L,4,80,?,1,7,?,MMANDRADE,7,6065
L,2,38,1,1,7,?,MMANDRADE,7,1876
L,2,20,1,50,7,2004,SRPATRICIO,7,50
L,3,80,1,7,7,?,LEMPEREIRA,1788,2127
L,2,80,1,7,7,?,LEMPEREIRA,7,1788
L,2,15,1,50,7,?,SRPATRICIO,7,1537
L,3,80,1,1537,7,?,LJACQUES,50,2006
L,2,80,1,1537,7,?,NELIZA,7,50
L,4,110,?,51,1786,?,GERSON,51,1006
L,3,80,?,1537,7,?,SRPATRICIO,1537,6080
L,3,16,1,6029,7,?,LJACQUES,50,2004
L,2,7,1,7,7,?,LJACQUES,7,50
L,6,94,?,50,7,?,TMBATISTA,50,2004
L,7,91,?,1537,7,?,AHSANTOS,1537,33
L,5,89,?,50,10,?,ISRICARTE,2012,93
L,5,44,1,7,7,?,LEMPEREIRA,1788,7
L,7,44,?,7,7,?,CSMATOS,1788,7
L,3,98,?,1537,7,?,MMANDRADE,1537,1788
L,2,101,?,1,7,?,NELIZA,7,1978
L,3,5,?,50,7,?,DDURIEUX,2010,2004
L,2,7,1,6080,7,10,LAVILLA,7,6080
L,3,101,1,10,10,?,AHSANTOS,1537,10
L,2,89,1,50,7,50,LMDSANTOS,7,6029
L,2,5,?,50,50,?,LJACQUES,50,2010
L,2,22,?,50,50,?,LJACQUES,50,2012
L,4,78,1,1,7,?,DASILVA,7,1
L,4,75,1,50,7,?,LJACQUES,50,2004
L,2,30,?,7,7,?,JSOUZA,7,1786
L,5,19,?,6029,7,?,MVALERIO,6230,2012
L,5,80,1,50,7,?,MMANDRADE,7,50
L,2,91,1,1537,7,?,SRPATRICIO,7,1537
L,3,6,1,6230,50,?,MMANDRADE,7,50
L,4,89,1,50,7,?,PPASSOLD,10,50
L,3,91,1,1537,7,?,AHSANTOS,1537,51
L,3,80,?,83,7,?,LFIGUEIRO,83,7
L,2,80,1,7,7,?,MMANDRADE,7,6215
L,4,80,1,7,7,7,ILIMA,53,633
L,3,80,?,32,7,?,GMAY,32,7
L,2,80,1,32,7,?,MMANDRADE,7,32
L,5,89,?,6029,7,?,FEMSANTOS,2004,50
L,4,89,1,50,10,?,LJACQUES,50,2012
L,4,110,?,51,5899,?,DORIS,51,1006
L,2,80,1,7,7,?,SRPATRICIO,7,6221
L,4,7,1,7,50,7,SRPATRICIO,7,6027
L,4,89,1,7,7,7,ILIMA,53,633
L,3,101,?,1537,7,?,SRPATRICIO,1537,35
L,4,19,1,6230,50,7,SRPATRICIO,7,50
L,2,89,1,53,7,?,MMARTINS,7,50
L,2,19,1,50,7,7,LAVILLA,7,6029
L,3,19,1,7,7,?,LJACQUES,50,7
L,4,98,1,2002,2002,?,NELIZA,6027,51
L,3,98,1,2002,2002,?,AHSANTOS,1537,6027
L,4,19,?,6029,7,?,MMARTINS,50,2004
L,2,94,?,53,10,?,LFUHR,10,53
L,5,80,1,1,7,?,LCLAGO,2002,2010
L,8,6,?,50,7,?,ISRICARTE,2012,50
L,4,6,1,50,7,?,WBALSAMO,6230,50
L,5,89,1,50,10,?,APISANI,10,50
L,3,13,1,6029,7,?,APPEREIRA,6029,7
L,7,80,1,7,7,?,MMARTINS,50,2004
L,4,110,?,51,1875,?,?,51,7
L,4,110,1,51,6211,?,ADRIANO,789,51
L,4,16,?,450,7,?,MMARTINS,50,2004
L,3,80,1,1,7,?,LAVILLA,7,1539
L,4,101,?,10,7,?,NELIZA,7,10
L,3,80,?,7,7,?,MMANDRADE,33,7
L,8,80,1,7,7,?,MMANDRADE,7,7
L,4,80,?,7,7,?,JTRES,2006,50
L,4,3,?,7,7,?,MMARTINS,50,2004
L,4,24,?,50,7,?,TBMEDEIROS,2004,50
L,2,110,?,6211,51,?,GERSON,51,6211
L,2,78,1,1,7,7,NELIZA,7,50
L,3,5,?,2010,7,?,MMDASILVA,2010,2004
L,3,110,1,51,87,?,DORIS,51,1006
L,3,74,1,50,6230,?,LJACQUES,50,7
L,4,23,1,50,7,?,SRPATRICIO,7,50
L,4,91,1,1537,7,?,SFPEREIRA,51,5901
L,3,98,1,1537,7,?,NELIZA,1537,1788
L,5,98,?,1537,7,?,LEMPEREIRA,1537,1788
L,4,80,1,1,7,?,MMANDRADE,10,7
L,4,49,?,53,7,?,JCOMIM,53,92
L,9,13,?,50,7,?,VASILVA,50,2004
L,7,91,1,7,7,?,MMANDRADE,7,50
L,6,74,?,6230,6230,?,YFERREIRA,6230,50
L,5,74,1,6230,6230,?,YFERREIRA,50,6230
L,2,10,1,2004,2004,?,MBATTIATO,2004,7
L,8,94,?,50,50,?,TBMEDEIROS,2004,50
L,7,6,?,50,7,?,LJACQUES,50,2004
L,3,3,1,2004,2004,?,RRZDASILVA,2006,50
L,5,94,1,7,2004,?,VASILVA,2004,7
L,4,94,1,7,2004,?,MMARTINS,50,2004
L,2,103,?,60,60,?,FGREGUI,60,62
L,5,19,1,6029,7,?,WBALSAMO,6230,2012
L,3,49,1,92,7,?,ALIGARAUJO,6029,53
L,4,110,?,51,6220,?,DORIS,51,1006
L,3,110,1,51,6220,?,OZANCHI,83,51
L,3,44,1,50,50,?,SFLUZ,7,1537
L,2,7,1,50,7,?,SFLUZ,7,50
L,3,101,1,1,7,?,DASILVA,1,59
L,4,101,1,1,7,?,JSOUZA,59,7
L,7,89,1,2012,6230,?,CLCCOSTA,2004,2012
L,2,23,1,2004,50,?,EKZAPPELINI,50,1537
L,4,23,?,2004,50,?,EKZAPPELINI,50,2004
L,4,80,1,1,7,?,BVIEIRA,6080,1537
L,4,101,1,1,7,?,FGREGUI,60,1
L,3,6,1,50,50,?,SRPATRICIO,7,50
